lon,lat,month,ma,uas,vas,sfcWind,tas,rlds,rsds,pr,PM25,PM10,SO2,VOC,OC,CO,CO2,BC,NH3,NOx
113.105,23.0395,201303,81.21856258,-1.053180029,0.512482869,2.692371194,293.8171679,385.8269976,137.1585194,0.008196238,1272.264038,2042.873413,4175.387207,12040.67969,112.6716461,25505.80859,1988586.375,158.8741913,85.04154205,5192.589355
113.105,23.0395,201304,61.91588567,-1.071677934,0.219689219,2.749241258,295.1839683,407.3735873,124.4514668,0.007433332,1229.723022,1966.779907,3925.960938,11347.37012,108.2190018,24672.64453,1917103.5,152.9118347,130.4550629,5059.416992
113.105,23.0395,201305,78.46232613,-0.636052272,1.216203099,2.322936199,299.7185427,428.0239401,162.7255849,0.009925566,1314.128296,2109.854248,4245.543457,12013.43848,114.0284195,25815.06641,2043526.25,159.9211426,156.2817993,5286.959473
113.105,23.0395,201306,85.883063,-0.627111618,1.050004622,2.783186956,302.1002939,432.1571739,200.3538698,0.007036309,1410.981201,2289.135254,4763.19043,13391.37695,123.017334,26943.82031,2211679,171.6974182,186.692688,5570.598145
113.105,23.0395,201307,93.13722597,-1.157076595,1.710398161,2.73028457,301.8488116,431.6985115,194.8926131,0.007129726,1280.048462,2054.83374,4115.101563,12032.57617,112.6143188,25620.62109,1993352.125,158.3758087,169.6150818,5219.535645
113.105,23.0395,201308,109.8213561,-0.893173151,1.116348617,2.682672423,302.1183374,434.3608623,178.2199178,0.011131092,1316.38147,2118.264893,4270.432129,12404.70703,115.1417618,26088.98242,2055688.625,161.4879608,196.6584015,5321.03418
113.105,23.0395,201309,134.4359563,-0.798217239,-0.820489841,2.559013096,301.2646511,421.2019956,190.5757277,0.007396632,1461.438477,2372.705566,4792.319824,13594.53516,124.5428467,27400.30859,2261881.25,173.5515137,126.3060837,5623.72998
113.105,23.0395,201310,138.9874152,-0.511499712,-2.21303675,2.712870868,298.2592691,379.347732,200.6257996,0.000114547,1486.863647,2393.354248,4563.016602,12919.94727,121.154068,27074.56055,2243978.25,168.2495575,90.89193726,5549.652832
113.105,23.0395,201311,74.53809993,-0.976413723,-2.230976708,3.03248945,293.678458,367.8653555,123.8509552,0.002280934,1595.392822,2583.165283,5001.795898,14035.12695,128.5068359,28127.07227,2414215.5,177.8582611,120.0419922,5812.470703
113.105,23.0395,201312,69.08865526,-0.46710474,-3.065692478,3.28068981,286.7734096,306.0039208,150.9929475,0.00425715,1645.579102,2684.630615,5266.438477,15014.3418,133.7274628,28961.42969,2535977.25,183.8729858,104.6573029,6006.260254
113.105,23.0395,201401,85.54742581,-0.812707264,-1.227354543,2.640570941,288.0003723,315.0928175,167.4446999,0.000154583,1049.819702,1623.774536,2949.67334,12054.75293,94.39784241,22431.16992,1784990.125,132.2568512,173.0859375,4505.205078
113.105,23.0395,201402,72.40621,-1.018342308,-1.244956011,3.136310382,287.2910345,358.1174612,101.7113381,0.001928396,1005.118408,1537.463379,2758.91626,10916.9082,87.56958771,21737.67773,1651853.875,124.246521,170.60112,4335.53418
113.105,23.0395,201403,45.3809189,-1.146902747,-0.476245746,2.698983992,291.6316406,388.0517739,116.7524546,0.005081223,1233.578369,1916.273926,3426.381104,13501.11914,102.3042297,23835.96484,2087110.5,141.738266,182.5340576,4989.592773
113.105,23.0395,201404,59.331819,-1.290878107,0.695605834,2.591415807,296.9003628,412.2923464,137.8270134,0.005996488,1195.967163,1853.832886,3228.241943,12699.66309,98.33757019,23068.41016,2016190.25,136.5337219,231.7398682,4851.217285
113.105,23.0395,201405,72.9446671,-0.607997116,1.247005668,2.467315627,299.6948606,430.8233625,149.5086641,0.012507882,1278.446289,1988.029541,3490.299561,13499.78906,103.6657867,24159.61719,2150905.5,142.6847839,265.5454102,5081.297363
113.105,23.0395,201406,116.6226627,-0.341318986,1.079453232,2.028225824,302.8152703,438.5837197,206.3193296,0.007551215,1362.969116,2134.727783,3874.429443,15136.97949,111.6206589,25301.66406,2320018.25,152.8278503,299.8419495,5361.553711
113.105,23.0395,201407,159.1993942,-0.456005997,1.156967389,2.21889484,303.3791318,437.2288204,221.3887722,0.005534963,1244.216064,1933.809082,3373.012695,13449.27637,102.3655472,23946.85352,2095852.25,141.3432617,286.9266968,5015.422363
113.105,23.0395,201408,128.5638039,-0.094063657,1.239897382,1.907872896,302.5502554,434.2554226,206.5912594,0.006710461,1278.997803,1991.939453,3498.999023,13883.67871,104.680275,24404.13867,2162404,144.0601959,309.78125,5118.641602
113.105,23.0395,201409,145.0846293,-0.801300223,-0.175666831,2.272238079,302.1905117,426.4897934,207.3673923,0.00357098,1418.36731,2224.917236,3886.84082,15377.59375,113.1205215,25749.35156,2376581,154.5195618,235.7273407,5401.945801
113.105,23.0395,201410,187.1419461,-0.648692507,-0.863478041,2.264743574,298.9674792,388.5315243,197.9688189,0.000211301,1456.217896,2274.197998,3725.937256,14574.55176,110.2847748,25448.20508,2370886,150.037262,196.4609222,5314.441406
113.105,23.0395,201411,115.568662,-0.864809697,-1.829189352,2.691048634,294.7272404,387.0290095,115.5457662,0.001559176,1557.230713,2442.368652,4058.452148,15907.03223,116.8626099,26515.55469,2548075,158.3580017,217.3220062,5572.097168
113.105,23.0395,201412,77.23307806,-0.799758731,-2.958729711,3.225803585,287.480492,331.0880103,108.3736179,0.001549167,1610.09314,2540.84375,4269.557129,17021.39844,121.6038513,27340.76172,2679509.75,163.6035309,197.9342957,5768.677246
113.105,23.0395,201501,83.24741774,-0.99059545,-1.549935293,2.771724772,288.5811497,328.8210582,145.0954701,0.001819409,1005.083801,1501.015503,2799.60376,12033.85449,92.33415222,22196.07813,1929627.75,132.9120483,179.9122162,4823.594727
113.105,23.0395,201502,81.49757464,-1.240008869,0.005425195,2.784289089,291.0373305,366.283761,130.898469,0.001542494,952.529541,1411.627686,2488.710449,10910.39453,85.7331543,21373.54492,1719468.25,125.3373566,177.3988495,4494.867676
113.105,23.0395,201503,40.98443016,-1.214111802,-0.011160803,2.89340026,292.9781419,399.3654469,102.8047224,0.002397705,1171.266846,1759.470703,3130.831299,13454.26563,99.77848053,23455.60938,2191502.5,141.9168243,189.4839172,5252.814453
113.105,23.0395,201504,123.260121,-0.551886804,0.581534782,3.047919312,296.8518707,396.434225,196.3429054,0.003021598,1138.619995,1709.623047,2987.707275,12672.94727,96.03682709,22767.11914,2132581,136.9353485,239.2709808,5141.244629
113.105,23.0395,201505,85.90731161,-0.400203984,1.464654589,2.405596177,300.5575687,435.2465552,132.6943386,0.018993697,1215.982666,1831.600952,3235.003174,13450.55957,101.0368958,23775.1543,2278636.5,142.8179626,273.4949646,5400.840332
113.105,23.0395,201506,114.5524707,-0.264244382,2.190376653,2.721687932,303.1028397,436.179696,215.4516384,0.005497151,1297.887451,1962.131592,3613.738525,15069.7627,108.5462189,24902.06055,2473430,152.4013367,308.2009277,5732.606445
113.105,23.0395,201507,137.4623787,-0.215533233,0.594735883,2.583260023,302.6517505,435.2201953,203.0561721,0.008671108,1185.837891,1784.617798,3152.870605,13419.66309,99.81612396,23586.58984,2237204.75,141.5609589,295.1517029,5354.192871
113.105,23.0395,201508,156.1118371,-0.02531311,0.301603743,1.865550987,302.9449585,432.0939101,211.3500307,0.007322121,1217.754272,1836.119385,3267.47876,13844.02441,101.9832153,24012.03906,2306417,144.1435394,318.2547607,5467.67627
113.105,23.0395,201509,140.4120303,-0.543254449,-0.127601284,2.000672498,301.7687433,426.3579939,192.1619848,0.004120361,1349.826172,2046.33374,3600.455566,15308.09473,109.9464417,25302.77539,2521303.5,154.0205078,243.3335724,5771.856934
113.105,23.0395,201510,117.8944513,-0.912287653,-1.355980655,2.69193034,298.5006018,398.1159872,164.1305555,0.004776505,1382.194824,2095.950439,3422.816895,14516.70215,107.2879868,24987.10352,2493402,149.7915497,203.6005402,5664.374512
113.105,23.0395,201511,82.2143708,-0.929860662,-1.587846147,2.723892198,295.4444723,386.1644045,135.1587024,0.001026476,1477.356445,2246.282715,3728.852783,15825.68945,113.4900513,26019.99219,2680780.75,157.6532593,224.6721497,5953.959961
113.105,23.0395,201512,49.12097842,-0.808699385,-2.706893323,3.257545016,289.027728,364.0853446,84.91400826,0.005432649,1532.095703,2341.109863,3933.879883,16905.67578,117.9659958,26803.6875,2824692,162.652359,205.0467377,6187.587891
113.105,23.0395,201601,44.37825368,-1.138886988,-2.264825684,3.032930303,287.5143236,358.7975468,83.15779502,0.009174893,962.1779785,1399.068848,2529.397217,11955.03711,87.92430115,21086.27539,1886703.75,128.775238,180.8643036,4618.350586
113.105,23.0395,201602,73.53407552,-0.743340121,-2.099642677,3.290388581,287.260586,342.7021863,128.2584839,0.001093202,921.1466675,1333.822266,2284.910645,10812.95703,82.00521851,20431.73828,1684148.125,122.4525757,178.4251862,4317.382813
113.105,23.0395,201603,77.96577681,-1.186673243,-0.266043599,2.610372495,290.9730503,374.2602695,126.8251873,0.006321223,1118.215942,1637.528076,2829.096436,13379.85645,94.63777924,22328.78906,2142624.5,136.9388275,190.3073578,5036.335938
113.105,23.0395,201604,73.54830927,-0.905505087,1.766925953,3.037559261,297.9829769,425.0716303,137.5777445,0.010767432,1086.995728,1593.085938,2692.881592,12609.78613,91.19274139,21644.32031,2089059.875,132.1808167,238.7754974,4926.416504
113.105,23.0395,201605,142.4941723,-0.858027131,1.208079344,2.832562516,300.4944162,426.600505,179.2396545,0.007292094,1161.265259,1707.14502,2918.404053,13388.57227,95.8039093,22659.41016,2231013.5,137.7144775,272.2964783,5179.387695
113.105,23.0395,201606,117.42962,-0.234339436,1.553000419,2.219996973,302.690093,437.8561862,186.9896536,0.009975611,1231.924194,1811.702759,3239.405029,15026.18066,102.3718185,23667.88867,2412291.25,145.9277954,306.130249,5486.92334
113.105,23.0395,201607,121.9876219,-0.00188243,1.720891344,2.446815952,303.3983031,435.8633771,225.8302921,0.006473582,1133.66394,1664.67688,2848.141357,13350.03223,94.73260498,22479.89648,2190677,136.6733551,293.6216736,5136.108887
113.105,23.0395,201608,143.2140697,-0.751355879,-0.138094467,2.406918736,302.3585425,439.0318382,183.0183456,0.01325077,1163.384399,1711.123779,2949.064697,13774.7627,96.68206024,22897.92383,2257630.5,139.0060883,315.8866882,5244.869629
113.105,23.0395,201609,140.5730957,-0.16743868,-1.127838551,2.263861868,301.4721521,425.5408367,185.833952,0.00519577,1282.545776,1893.87915,3235.604736,15262.27832,103.6501465,24081.66992,2459521,147.4927216,243.0274353,5525.705078
113.105,23.0395,201610,116.9145352,-0.927394275,-2.077302352,3.066214721,299.6779447,417.7488476,149.5993073,0.004844344,1316.926392,1952.649658,3087.163574,14465.4209,101.457283,23831.01953,2440686,143.9060669,204.3153534,5428.84668
113.105,23.0395,201611,92.40558167,-0.897797627,-1.955784525,2.949388618,293.5814738,380.9187825,119.3924397,0.002113006,1401.494385,2080.648438,3347.06958,15785.53711,106.873703,24775.40625,2618023.75,150.6658173,224.4544983,5697.814941
113.105,23.0395,201612,99.26262194,-0.967781367,-2.374834859,2.9947965,291.1083771,347.2150027,135.8385268,0.000154583,1454.161499,2168.364014,3527.45874,16834.51367,111.0016556,25542.88867,2759053.75,155.2266846,205.2549438,5923.816895
113.105,23.0395,201701,90.84507932,-0.841379017,-1.826142944,2.637484968,290.0753827,359.0031541,113.8122138,0.001096539,981.7562866,1421.281494,2251.809326,11272.65039,88.96092987,21137.82813,1996880,136.794693,182.3575897,4650.570801
113.105,23.0395,201702,101.6440446,-0.998919507,-1.272373682,2.851298778,289.4731786,353.4253973,144.25702,0.001595875,940.9656372,1358.95874,2042.501099,10207.13672,83.35931396,20497,1780189.25,130.9468384,179.9502258,4344.717773
113.105,23.0395,201703,63.29977371,-1.298893866,-0.573392309,2.845788113,292.0613031,386.6072509,104.487288,0.003786729,1136.525635,1658.913208,2513.051758,12598.40527,95.56419373,22460.03711,2267144,144.957077,191.7499237,5066.376953
113.105,23.0395,201704,104.0209137,-0.766462502,0.385210716,2.661070615,296.43123,398.7855289,161.5302269,0.004836559,1103.011597,1612.604126,2391.518799,11901.04883,92.18883514,21758.75586,2212262.25,140.1117859,239.6629944,4943.47998
113.105,23.0395,201705,151.9895068,-0.644992926,0.345607413,2.055999577,299.7309477,421.1914517,177.1491943,0.00630899,1178.418701,1728.378784,2591.30835,12624.9209,96.75088501,22813.96289,2363084.25,145.7257843,272.8928223,5200.976074
113.105,23.0395,201706,91.25855033,-0.134450749,1.573648294,2.263200588,302.4115454,437.9510819,177.7440407,0.010032329,1249.160034,1830.143433,2872.890869,14142.29883,103.1231232,23852.86523,2553037.5,153.7023468,306.3606873,5520.124023
113.105,23.0395,201707,107.3444997,-1.144128061,0.990768913,2.499497912,302.2141939,436.0848003,188.3153113,0.008289655,1150.977905,1686.148438,2524.388916,12586.56934,95.69074249,22622.08008,2320803.5,144.7198181,294.0847168,5159.48584
113.105,23.0395,201708,123.1341713,-0.254070535,1.167799062,2.588991114,303.0870516,435.6683138,209.9677209,0.007327681,1181.650879,1733.560303,2613.671875,12978.0957,97.61814117,23057.0957,2391962.75,147.0582428,315.9908142,5271.182129
113.105,23.0395,201709,172.0229997,-0.558977668,0.161130489,1.769004133,302.6641554,433.9918235,193.9748501,0.006255609,1300.517334,1914.061279,2862.617432,14361.15039,104.4116364,24282.74609,2601618.5,155.3395996,244.0024414,5552.04541
113.105,23.0395,201710,132.9374448,-0.936334929,-2.574205333,3.222938039,298.4701533,391.1464273,190.2754719,0.002504468,1333.404663,1974.129028,2731.933838,13624.14551,102.3012314,24033.88477,2582350,151.8252869,205.7195892,5432.616211
113.105,23.0395,201711,76.94288447,-0.653008685,-2.573528354,3.023672385,293.6671807,385.6899261,102.9746785,0.001707086,1418.595581,2101.120605,2957.585205,14850.14355,107.5758514,25009.73828,2768936,158.4242096,225.4554443,5707.200684
113.105,23.0395,201712,88.85196871,-0.698945149,-2.963130078,3.214782254,289.2668053,333.2864268,130.5075699,0.000125668,1472.197144,2189.829346,3117.066895,15805.54004,111.6239777,25809.51953,2919018.25,162.9422455,206.4329834,5936.714844
113.134,23.0048,201301,66.92419058,-0.747348,-1.985233135,2.871137173,287.9586465,335.827522,146.5287668,0.000224646,1088.69104,1742.087402,3608.483154,10805.38281,104.0688477,24148.70313,1712659.5,148.098114,79.55123901,4715.182617
113.134,23.0048,201302,63.94942071,-0.891631659,-0.633304999,2.687521808,291.4782702,379.4426276,117.0243844,0.00085966,1034.07666,1631.269897,3312.422119,9869.817383,95.95359039,23467.3125,1580117.125,138.6152039,77.12623596,4539.217773
113.134,23.0048,201303,93.86951658,-1.066128562,0.637385594,2.807433883,293.8216788,384.4246504,143.4922174,0.008367503,1272.264038,2042.873413,4175.387207,12040.67969,112.6716461,25505.80859,1988586.375,158.8741913,85.04154205,5192.589355
113.134,23.0048,201304,71.28873877,-1.146594449,0.355085127,2.893620687,295.1366039,407.0203645,127.0178042,0.008304112,1229.723022,1966.779907,3925.960938,11347.37012,108.2190018,24672.64453,1917103.5,152.9118347,130.4550629,5059.416992
113.134,23.0048,201305,77.96564,-0.715284965,1.333659048,2.450563205,299.6001318,427.7972449,163.4620615,0.011829496,1314.128296,2109.854248,4245.543457,12013.43848,114.0284195,25815.06641,2043526.25,159.9211426,156.2817993,5286.959473
113.134,23.0048,201306,112.2225727,-0.718984546,1.172199429,2.930211503,302.0393968,432.0886381,202.4216692,0.008980274,1410.981201,2289.135254,4763.19043,13391.37695,123.017334,26943.82031,2211679,171.6974182,186.692688,5570.598145
113.134,23.0048,201307,95.00303226,-1.262514653,1.789943257,2.852180484,301.7811482,431.5719839,196.5468527,0.007412202,1280.048462,2054.83374,4115.101563,12032.57617,112.6143188,25620.62109,1993352.125,158.3758087,169.6150818,5219.535645
113.134,23.0048,201308,108.8978458,-0.977646917,1.204694446,2.784289089,302.0247364,434.4188541,180.7579292,0.011934034,1316.38147,2118.264893,4270.432129,12404.70703,115.1417618,26088.98242,2055688.625,161.4879608,196.6584015,5321.03418
113.134,23.0048,201309,112.9530527,-0.85432755,-0.831998493,2.650490138,301.2060095,420.9911164,192.751166,0.007500058,1461.438477,2372.705566,4792.319824,13594.53516,124.5428467,27400.30859,2261881.25,173.5515137,126.3060837,5623.72998
113.134,23.0048,201310,179.0610887,-0.533388899,-2.238423482,2.766875387,298.2964839,379.326644,203.5490448,0.000152359,1486.863647,2393.354248,4563.016602,12919.94727,121.154068,27074.56055,2243978.25,168.2495575,90.89193726,5549.652832
113.134,23.0048,201311,86.891891,-1.066745159,-2.244516298,3.100160418,293.7370996,367.7915478,125.9357503,0.001949526,1595.392822,2583.165283,5001.795898,14035.12695,128.5068359,28127.07227,2414215.5,177.8582611,120.0419922,5812.470703
113.134,23.0048,201312,95.89763968,-0.553428296,-3.153361328,3.369962586,286.8140076,306.6523746,151.5084811,0.004118137,1645.579102,2684.630615,5266.438477,15014.3418,133.7274628,28961.42969,2535977.25,183.8729858,104.6573029,6006.260254
113.134,23.0048,201401,114.2825994,-0.849703074,-1.181319934,2.69259162,288.0657802,314.644699,169.9827112,0.000139014,1049.819702,1623.774536,2949.67334,12054.75293,94.39784241,22431.16992,1784990.125,132.2568512,173.0859375,4505.205078
113.134,23.0048,201402,70.97406429,-1.02173359,-1.236155277,3.224701452,287.3891464,357.4268315,105.9205846,0.001976216,1005.118408,1537.463379,2758.91626,10916.9082,87.56958771,21737.67773,1651853.875,124.246521,170.60112,4335.53418
113.134,23.0048,201403,50.74286187,-1.211337116,-0.350327552,2.808095163,291.7624565,387.7618149,121.3469351,0.00568621,1233.578369,1916.273926,3426.381104,13501.11914,102.3042297,23835.96484,2087110.5,141.738266,182.5340576,4989.592773
113.134,23.0048,201404,93.09844867,-1.301051955,0.780228276,2.68223157,296.8958519,411.0428867,145.0558137,0.006084344,1195.967163,1853.832886,3228.241943,12699.66309,98.33757019,23068.41016,2016190.25,136.5337219,231.7398682,4851.217285
113.134,23.0048,201405,69.80230935,-0.700794939,1.426743735,2.624479798,299.6102813,430.8391784,149.5256597,0.014253892,1278.446289,1988.029541,3490.299561,13499.78906,103.6657867,24159.61719,2150905.5,142.6847839,265.5454102,5081.297363
113.134,23.0048,201406,114.8854183,-0.400820581,1.232450607,2.162906481,302.7295634,438.4624641,207.6903089,0.007964919,1362.969116,2134.727783,3874.429443,15136.97949,111.6206589,25301.66406,2320018.25,152.8278503,299.8419495,5361.553711
113.134,23.0048,201407,158.4822452,-0.565451935,1.24395926,2.303318231,303.3047021,437.4396997,223.7058406,0.005630604,1244.216064,1933.809082,3373.012695,13449.27637,102.3655472,23946.85352,2095852.25,141.3432617,286.9266968,5015.422363
113.134,23.0048,201408,113.0987384,-0.15572334,1.358368801,2.031311797,302.4882306,434.2554226,208.9479842,0.007774749,1278.997803,1991.939453,3498.999023,13883.67871,104.680275,24404.13867,2162404,144.0601959,309.78125,5118.641602
113.134,23.0048,201409,142.2404623,-0.864501398,-0.157049894,2.327344731,302.1341256,426.7006727,209.4918438,0.003544289,1418.36731,2224.917236,3886.84082,15377.59375,113.1205215,25749.35156,2376581,154.5195618,235.7273407,5401.945801
113.134,23.0048,201410,183.7518674,-0.707885803,-0.844522614,2.260335042,298.9167316,388.621148,200.4785043,0.0002847,1456.217896,2274.197998,3725.937256,14574.55176,110.2847748,25448.20508,2370886,150.037262,196.4609222,5314.441406
113.134,23.0048,201411,106.8337947,-0.856485639,-1.805495068,2.745494006,294.8118197,386.586163,119.5567306,0.001414602,1557.230713,2442.368652,4058.452148,15907.03223,116.8626099,26515.55469,2548075,158.3580017,217.3220062,5572.097168
113.134,23.0048,201412,73.89535903,-0.876833335,-3.017288441,3.326979398,287.4906415,331.8629917,107.7334499,0.001472431,1610.09314,2540.84375,4269.557129,17021.39844,121.6038513,27340.76172,2679509.75,163.6035309,197.9342957,5768.677246
113.134,23.0048,201501,90.02206323,-1.012484638,-1.514732357,2.853943897,288.6048319,327.9511812,147.673138,0.001766028,1005.083801,1501.015503,2799.60376,12033.85449,92.33415222,22196.07813,1929627.75,132.9120483,179.9122162,4823.594727
113.134,23.0048,201502,83.86915143,-1.277621275,0.105956657,2.879513384,291.0711622,365.0659332,135.9121745,0.001277812,952.529541,1411.627686,2488.710449,10910.39453,85.7331543,21373.54492,1719468.25,125.3373566,177.3988495,4494.867676
113.134,23.0048,201503,41.11674032,-1.277621275,0.136082246,3.021688546,293.1754935,399.1545677,109.7502625,0.002104109,1171.266846,1759.470703,3130.831299,13454.26563,99.77848053,23455.60938,2191502.5,141.9168243,189.4839172,5252.814453
113.134,23.0048,201504,119.061031,-0.554353192,0.651940654,3.133003983,296.7932291,396.2128018,196.0256539,0.003123912,1138.619995,1709.623047,2987.707275,12672.94727,96.03682709,22767.11914,2132581,136.9353485,239.2709808,5141.244629
113.134,23.0048,201505,68.26502642,-0.498859477,1.735107914,2.637484968,300.4752449,435.0831238,133.9973356,0.020628496,1215.982666,1831.600952,3235.003174,13450.55957,101.0368958,23775.1543,2278636.5,142.8179626,273.4949646,5400.840332
113.134,23.0048,201506,72.73184633,-0.31727171,2.37045321,2.906625856,303.0644971,435.8370172,219.8365063,0.005990927,1297.887451,1962.131592,3613.738525,15069.7627,108.5462189,24902.06055,2473430,152.4013367,308.2009277,5732.606445
113.134,23.0048,201507,96.70009097,-0.271335246,0.705422037,2.748359552,302.6100247,435.4152586,204.7330725,0.00914153,1185.837891,1784.617798,3152.870605,13419.66309,99.81612396,23586.58984,2237204.75,141.5609589,295.1517029,5354.192871
113.134,23.0048,201508,115.2566742,-0.060767428,0.331729333,1.982597516,302.796099,432.3364213,211.1007617,0.008516525,1217.754272,1836.119385,3267.47876,13844.02441,101.9832153,24012.03906,2306417,144.1435394,318.2547607,5467.67627
113.134,23.0048,201509,124.2988997,-0.561752354,-0.057533902,2.039688008,301.7213789,426.031131,195.5894332,0.004046962,1349.826172,2046.33374,3600.455566,15308.09473,109.9464417,25302.77539,2521303.5,154.0205078,243.3335724,5771.856934
113.134,23.0048,201510,99.85857677,-0.947433672,-1.355980655,2.749241258,298.4498543,398.0738114,166.5835889,0.004192648,1382.194824,2095.950439,3422.816895,14516.70215,107.2879868,24987.10352,2493402,149.7915497,203.6005402,5664.374512
113.134,23.0048,201511,71.66625597,-0.893173151,-1.549258313,2.776794584,295.69821,386.2540281,141.3960919,0.000789597,1477.356445,2246.282715,3728.852783,15825.68945,113.4900513,26019.99219,2680780.75,157.6532593,224.6721497,5953.959961
113.134,23.0048,201512,45.82043468,-0.811165772,-2.717048016,3.35475315,289.1844815,364.6178147,86.99880332,0.005268057,1532.095703,2341.109863,3933.879883,16905.67578,117.9659958,26803.6875,2824692,162.652359,205.0467377,6187.587891
113.134,23.0048,201601,38.95280323,-1.193764106,-2.262117766,3.127713744,287.5729652,358.9715222,83.16346023,0.008706696,962.1779785,1399.068848,2529.397217,11955.03711,87.92430115,21086.27539,1886703.75,128.775238,180.8643036,4618.350586
113.134,23.0048,201602,69.08034138,-0.812707264,-2.136876552,3.403026577,287.227882,343.1555767,128.2131623,0.001112108,921.1466675,1333.822266,2284.910645,10812.95703,82.00521851,20431.73828,1684148.125,122.4525757,178.4251862,4317.382813
113.134,23.0048,201603,76.04124984,-1.288720018,-0.165512138,2.762687281,290.9550067,373.9703105,128.5134181,0.006343466,1118.215942,1637.528076,2829.096436,13379.85645,94.63777924,22328.78906,2142624.5,136.9388275,190.3073578,5036.335938
113.134,23.0048,201604,68.8300549,-1.002002492,1.980512997,3.239249608,297.9108027,424.3177369,142.03626,0.011384652,1086.995728,1593.085938,2692.881592,12609.78613,91.19274139,21644.32031,2089059.875,132.1808167,238.7754974,4926.416504
113.134,23.0048,201605,124.5089071,-0.910437862,1.346860149,3.002952284,300.4696063,426.1154827,183.029676,0.007308776,1161.265259,1707.14502,2918.404053,13388.57227,95.8039093,22659.41016,2231013.5,137.7144775,272.2964783,5179.387695
113.134,23.0048,201606,102.455736,-0.307714459,1.677226164,2.354236777,302.6179188,437.9036341,187.890421,0.010765208,1231.924194,1811.702759,3239.405029,15026.18066,102.3718185,23667.88867,2412291.25,145.9277954,306.130249,5486.92334
113.134,23.0048,201607,116.1419284,-0.067858291,1.817360928,2.570916133,303.2911694,435.889737,227.189941,0.00708413,1133.66394,1664.67688,2848.141357,13350.03223,94.73260498,22479.89648,2190677,136.6733551,293.6216736,5136.108887
113.134,23.0048,201608,139.7635448,-0.865117995,-0.08935194,2.465993067,302.2468979,439.0423821,185.6866567,0.01275477,1163.384399,1711.123779,2949.064697,13774.7627,96.68206024,22897.92383,2257630.5,139.0060883,315.8866882,5244.869629
113.134,23.0048,201609,146.1310737,-0.160656114,-1.112606511,2.339468194,301.3785511,426.1998344,183.8794566,0.005748488,1282.545776,1893.87915,3235.604736,15262.27832,103.6501465,24081.66992,2459521,147.4927216,243.0274353,5525.705078
113.134,23.0048,201610,118.0593829,-0.944967285,-2.047853743,3.111181749,299.6463685,417.4694325,151.9277062,0.005363698,1316.926392,1952.649658,3087.163574,14465.4209,101.457283,23831.01953,2440686,143.9060669,204.3153534,5428.84668
113.134,23.0048,201611,101.6173148,-0.887623779,-1.970339586,3.000968445,293.6299659,380.7184472,123.4090693,0.002214208,1401.494385,2080.648438,3347.06958,15785.53711,106.873703,24775.40625,2618023.75,150.6658173,224.4544983,5697.814941
113.134,23.0048,201612,104.5752445,-0.975488828,-2.377542777,3.024113238,291.1692741,347.7369289,136.0877958,0.000154583,1454.161499,2168.364014,3527.45874,16834.51367,111.0016556,25542.88867,2759053.75,155.2266846,205.2549438,5923.816895
113.134,23.0048,201701,92.24765752,-0.802841715,-1.799402252,2.678704744,290.2140927,358.9820662,117.04138,0.001000897,981.7562866,1421.281494,2251.809326,11272.65039,88.96092987,21137.82813,1996880,136.794693,182.3575897,4650.570801
113.134,23.0048,201702,102.2044582,-0.972714142,-1.229385481,2.911254815,289.5633965,352.7927595,150.534066,0.001451301,940.9656372,1358.95874,2042.501099,10207.13672,83.35931396,20497,1780189.25,130.9468384,179.9502258,4344.717773
113.134,23.0048,201703,59.50378765,-1.392308286,-0.416333057,2.977603224,292.2563992,385.7795498,112.6508469,0.003569868,1136.525635,1658.913208,2513.051758,12598.40527,95.56419373,22460.03711,2267144,144.957077,191.7499237,5066.376953
113.134,23.0048,201704,100.0741227,-0.816406845,0.493865932,2.760703442,296.4278468,398.5430178,165.0256578,0.005393725,1103.011597,1612.604126,2391.518799,11901.04883,92.18883514,21758.75586,2212262.25,140.1117859,239.6629944,4943.47998
113.134,23.0048,201705,155.1390848,-0.645609523,0.429891365,2.148358325,299.6542625,420.9014927,181.9929437,0.006427986,1178.418701,1728.378784,2591.30835,12624.9209,96.75088501,22813.96289,2363084.25,145.7257843,272.8928223,5200.976074
113.134,23.0048,201706,87.48314333,-0.189019569,1.761848606,2.46643392,302.3585425,438.0828814,179.8741574,0.011280114,1249.160034,1830.143433,2872.890869,14142.29883,103.1231232,23852.86523,2553037.5,153.7023468,306.3606873,5520.124023
113.134,23.0048,201707,103.2594803,-1.254498894,1.073360416,2.652694404,302.1871286,435.6788577,194.3487536,0.008831252,1150.977905,1686.148438,2524.388916,12586.56934,95.69074249,22622.08008,2320803.5,144.7198181,294.0847168,5159.48584
113.134,23.0048,201708,121.6596519,-0.333611526,1.258852809,2.683774556,303.0238991,435.6946737,212.4434151,0.007993834,1181.650879,1733.560303,2613.671875,12978.0957,97.61814117,23057.0957,2391962.75,147.0582428,315.9908142,5271.182129
113.134,23.0048,201709,169.239592,-0.614163084,0.224089586,1.857395203,302.576193,433.865296,196.7791261,0.00663039,1300.517334,1914.061279,2862.617432,14361.15039,104.4116364,24282.74609,2601618.5,155.3395996,244.0024414,5552.04541
